ORF,Protein Molecules/Cell
YLL053C,-
YLL054C,3.39E+02
YLL055W,-
YLL056C,-
YLL057C,-
YLL058W,2.07E+03
YLL059C,-
YLL060C,%
YLL061W,%
YLL062C,6.06E+02
YLL063C,-
YLL064C,-
YLL065W,-
YLL066C,-
YLL067C,-
YLR001C,2.06E+02
YLR002C,1.17E+04
YLR003C,1.20E+03
YLR004C,-
YLR005W,2.34E+03
YLR006C,1.20E+03
YLR007W,-
YLR008C,-
YLR009W,-
YLR010C,-
YLR011W,1.27E+03
YLR012C,-
YLR013W,-
YLR014C,-
YLR015W,1.31E+03
YLR016C,1.47E+03
YLR017W,4.82E+03
YLR018C,-
YLR019W,-
YLR020C,1.63E+03
YLR021W,1.82E+03
YLR022C,5.06E+03
YLR023C,-
YLR024C,4.92E+01
YLR025W,3.27E+03
YLR026C,3.00E+02
YLR027C,7.70E+03
YLR028C,7.70E+03
YLR029C,-
YLR030W,-
YLR031W,-
YLR032W,1.52E+03
YLR033W,4.46E+03
YLR034C,%
YLR035C,7.16E+01
YLR035C-A,2.17E+02
YLR036C,9.67E+02
YLR037C,-
YLR038C,1.39E+03
YLR039C,7.86E+01
YLR040C,-
YLR041W,-
YLR042C,-
YLR043C,8.58E+03
YLR044C,8.97E+03
YLR045C,1.66E+03
YLR046C,-
YLR047C,-
YLR048W,6.09E+04
YLR049C,3.39E+02
YLR050C,3.58E+02
YLR051C,-
YLR052W,2.28E+03
YLR053C,-
YLR054C,-
YLR055C,8.43E+03
YLR056W,3.62E+04
YLR057W,7.16E+01
YLR058C,6.76E+04
YLR059C,1.73E+03
YLR060W,5.44E+03
YLR061W,6.04E+04
YLR062C,-
YLR063W,#
YLR064W,2.24E+03
YLR065C,-
YLR066W,6.84E+03
YLR067C,1.16E+03
YLR068W,1.46E+03
YLR069C,6.35E+03
YLR070C,-
YLR071C,3.19E+02
YLR072W,6.72E+02
YLR073C,3.77E+02
YLR074C,5.63E+03
YLR075W,-
YLR076C,-
YLR077W,#
YLR078C,-
YLR079W,7.68E+02
YLR080W,-
YLR081W,-
YLR082C,5.38E+02
YLR083C,#
YLR084C,3.67E+03
YLR085C,2.38E+02
YLR086W,5.73E+02
YLR087C,-
YLR088W,%
YLR089C,9.96E+03
YLR090W,1.21E+03
YLR091W,%
YLR092W,-
YLR093C,1.89E+03
YLR094C,1.05E+03
YLR095C,7.52E+03
YLR096W,-
YLR097C,%
YLR098C,3.96E+02
YLR099C,-
YLR099W-A,%
YLR100W,%
YLR101C,-
YLR102C,%
YLR103C,1.73E+03
YLR104W,1.99E+03
YLR105C,3.19E+02
YLR106C,5.38E+02
YLR107W,%
YLR108C,1.89E+02
YLR109W,1.62E+04
YLR110C,1.58E+05
YLR111W,-
YLR112W,-
YLR113W,6.78E+03
YLR114C,7.50E+03
YLR115W,3.06E+03
YLR116W,4.38E+03
YLR117C,2.14E+03
YLR118C,1.48E+03
YLR119W,%
YLR120C,5.44E+03
YLR121C,%
YLR122C,-
YLR123C,-
YLR124W,-
YLR125W,-
YLR126C,1.51E+03
YLR127C,4.32E+02
YLR128W,-
YLR129W,9.62E+03
YLR130C,#
YLR131C,5.38E+02
YLR132C,4.86E+02
YLR133W,3.93E+03
YLR134W,4.71E+05
YLR135W,2.74E+02
YLR136C,-
YLR137W,4.68E+02
YLR138W,1.48E+03
YLR139C,3.43E+03
YLR140W,-
YLR141W,%
YLR142W,1.84E+02
YLR143W,2.27E+03
YLR144C,1.42E+03
YLR145W,5.56E+02
YLR146C,3.87E+03
YLR147C,-
YLR148W,2.02E+03
YLR149C,%
YLR149C-A,-
YLR150W,4.68E+04
YLR151C,2.38E+02
YLR152C,-
YLR153C,2.25E+05
YLR154C,5.56E+02
YLR155C,-
YLR156W,-
YLR157C,-
YLR158C,-
YLR159W,-
YLR160C,-
YLR161W,-
YLR162W,-
YLR163C,1.36E+03
YLR164W,-
YLR165C,%
YLR166C,2.34E+03
YLR167W,-
YLR168C,2.91E+03
YLR169W,-
YLR170C,6.37E+03
YLR171W,-
YLR172C,1.35E+04
YLR173W,-
YLR174W,2.62E+03
YLR175W,3.36E+04
YLR176C,3.77E+02
YLR177W,1.55E+03
YLR178C,1.03E+03
YLR179C,6.23E+03
YLR180W,1.03E+05
YLR181C,4.40E+03
YLR182W,3.34E+03
YLR183C,2.84E+02
YLR184W,-
YLR185W,2.18E+04
YLR186W,-
YLR187W,%
YLR188W,1.04E+03
YLR189C,3.96E+02
YLR190W,1.07E+03
YLR191W,7.90E+03
YLR192C,1.79E+04
YLR193C,7.04E+02
YLR194C,6.88E+02
YLR195C,-
YLR196W,4.38E+04
YLR197W,1.35E+04
YLR198C,-
YLR199C,1.35E+03
YLR200W,7.84E+02
YLR201C,3.42E+03
YLR202C,-
YLR203C,4.80E+03
YLR204W,-
YLR205C,-
YLR206W,1.97E+03
YLR207W,-
YLR208W,2.14E+04
YLR209C,1.63E+03
YLR210W,9.89E+01
YLR211C,#
YLR212C,7.20E+03
YLR213C,-
YLR214W,8.92E+02
YLR215C,4.85E+03
YLR216C,1.86E+04
YLR217W,-
YLR218C,9.07E+02
YLR219W,1.31E+02
YLR220W,2.84E+03
YLR221C,2.94E+03
YLR222C,8.07E+03
YLR223C,1.43E+03
YLR224W,-
YLR225C,3.99E+03
YLR226W,2.91E+03
YLR227C,-
YLR228C,7.86E+01
YLR229C,-
YLR230W,-
YLR231C,3.06E+03
YLR232W,-
YLR233C,-
YLR234W,4.68E+02
YLR235C,-
YLR236C,-
YLR237W,3.12E+03
YLR238W,-
YLR239C,1.20E+03
YLR240W,1.08E+03
YLR241W,-
YLR242C,-
YLR243W,-
YLR244C,1.96E+04
YLR245C,3.12E+03
YLR246W,-
YLR247C,1.43E+02
YLR248W,1.79E+03
YLR249W,8.71E+05
YLR250W,6.90E+03
YLR251W,1.87E+03
YLR252W,-
YLR253W,1.60E+03
YLR254C,1.54E+03
YLR255C,-
YLR256W,-
YLR257W,1.86E+04
YLR258W,1.46E+04
YLR259C,-
YLR260W,1.76E+03
YLR261C,-
YLR262C,7.72E+03
YLR262C-A,3.10E+03
YLR263W,-
YLR264W,8.60E+03
YLR265C,3.77E+02
YLR266C,-
YLR267W,-
YLR268W,3.96E+02
YLR269C,-
YLR270W,9.92E+03
YLR271W,1.47E+03
YLR272C,2.54E+03
YLR273C,-
YLR274W,1.03E+04
YLR275W,7.99E+02
YLR276C,-
YLR277C,1.74E+04
YLR278C,1.08E+03
YLR279W,-
YLR280C,-
YLR281C,#
YLR282C,-
YLR283W,#
YLR284C,-
YLR285W,7.28E+03
YLR286C,6.35E+03
YLR287C,9.10E+03
YLR287C-A,3.76E+04
YLR288C,4.14E+02
YLR289W,1.89E+03
YLR290C,1.42E+03
YLR291C,6.65E+03
YLR292C,5.29E+03
YLR293C,-
YLR294C,-
YLR295C,6.14E+03
YLR296W,-
YLR297W,9.22E+02
YLR298C,2.14E+03
YLR299W,6.72E+02
YLR300W,4.28E+03
YLR301W,1.54E+04
YLR302C,-
YLR303W,-
YLR304C,9.67E+04
YLR305C,8.46E+02
YLR306W,-
YLR307W,-
YLR308W,-
YLR309C,2.35E+03
YLR310C,3.19E+02
YLR311C,-
YLR312C,-
YLR312W-A,6.49E+03
YLR313C,6.72E+02
YLR314C,-
YLR315W,1.63E+03
YLR316C,8.92E+02
YLR317W,-
YLR318W,-
YLR319C,2.61E+03
YLR320W,-
YLR321C,3.94E+03
YLR322W,-
YLR323C,9.96E+02
YLR324W,4.57E+03
YLR325C,5.02E+04
YLR326W,1.52E+03
YLR327C,5.04E+02
YLR328W,5.13E+03
YLR329W,-
YLR330W,1.72E+02
YLR331C,-
YLR332W,%
YLR333C,1.62E+05
YLR334C,-
YLR335W,2.96E+03
YLR336C,3.06E+03
YLR337C,%
YLR338W,-
YLR339C,-
YLR340W,-
YLR341W,-
YLR342W,#
YLR343W,-
YLR344W,#
YLR345W,3.38E+03
YLR346C,%
YLR347C,5.17E+04
YLR348C,3.39E+03
YLR349W,-
YLR350W,5.24E+03
YLR351C,4.51E+03
YLR352W,1.25E+02
YLR353W,-
YLR354C,5.30E+04
YLR355C,8.83E+05
YLR356W,%
YLR357W,2.33E+03
YLR358C,1.73E+03
YLR359W,-
YLR360W,1.07E+03
YLR361C,1.94E+03
YLR362W,7.36E+02
YLR363C,6.09E+03
YLR363W-A,6.65E+03
YLR364W,5.73E+02
YLR365W,-
YLR366W,-
YLR367W,1.97E+04
YLR368W,-
YLR369W,5.55E+03
YLR370C,1.92E+03
YLR371W,-
YLR372W,#
YLR373C,2.95E+03
YLR374C,-
YLR375W,1.24E+03
YLR376C,8.76E+02
YLR377C,5.89E+02
YLR378C,2.48E+04
YLR379W,-
YLR380W,9.60E+03
YLR381W,3.19E+02
YLR382C,2.12E+03
YLR383W,3.39E+02
YLR384C,1.05E+04
YLR385C,4.24E+03
YLR386W,1.24E+04
YLR387C,2.24E+03
YLR388W,6.49E+03
YLR389C,-
YLR390W,1.89E+03
YLR390W-A,4.20E+04
YLR392C,7.36E+02
YLR393W,1.89E+03
YLR394W,-
YLR395C,6.72E+02
YLR396C,8.30E+02
YLR397C,7.99E+02
YLR398C,5.77E+03
YLR399C,8.10E+03
YLR400W,-
YLR401C,3.63E+03
YLR402W,-
YLR403W,2.59E+02
YLR404W,8.46E+02
YLR405W,3.39E+03
YLR406C,5.75E+04
YLR407W,3.14E+03
YLR408C,4.68E+02
YLR409C,2.02E+03
YLR410W,8.81E+03
YLR411W,-
YLR412W,6.49E+03
YLR413W,4.28E+03
YLR414C,1.66E+03
YLR415C,-
YLR416C,-
YLR417W,2.47E+03
YLR418C,5.38E+02
YLR419W,1.95E+02
YLR420W,1.27E+04
YLR421C,1.22E+04
YLR422W,2.38E+02
YLR423C,3.58E+02
YLR424W,5.56E+02
YLR425W,-
YLR426W,2.13E+03
YLR427W,9.22E+02
YLR428C,-
YLR429W,2.90E+03
YLR430W,1.25E+02
YLR431C,5.38E+02
YLR432W,2.63E+04
YLR433C,7.04E+03
YLR434C,-
YLR435W,1.34E+04
YLR436C,1.08E+03
YLR437C,-
YLR438C-A,7.06E+03
YLR438W,7.20E+04
YLR439W,7.70E+03
YLR440C,1.84E+03
YLR441C,9.24E+04
YLR442C,1.40E+03
YLR443W,-
YLR444C,-
YLR445W,-
YLR446W,-
YLR447C,1.63E+03
YLR448W,3.84E+04
YLR449W,1.41E+04
YLR450W,1.49E+02
YLR451W,1.25E+02
YLR452C,5.98E+03
YLR453C,5.89E+02
YLR454W,1.36E+03
YLR455W,2.61E+03
YLR456W,5.89E+02
YLR457C,3.39E+02
YLR458W,-
YLR459W,-
YLR460C,7.99E+02
YLR461W,-
YLR462W,%
YLR463C,-
YLR464W,-
YLR465C,-
YLR466W,-
YLR467W,-
YML001W,5.53E+03
YML002W,-
YML003W,#
YML004C,2.57E+03
YML005W,6.56E+02
YML006C,2.22E+02
YML007C-A,%
YML007W,1.62E+03
YML008C,5.38E+04
YML009C,2.48E+03
YML010C-B,-
YML010W,2.34E+03
YML010W-A,-
YML011C,1.08E+03
YML012W,5.17E+04
YML013C-A,-
YML013W,1.26E+04
YML014W,2.36E+03
YML015C,-
YML016C,2.17E+02
YML017W,2.19E+03
YML018C,2.01E+03
YML019W,1.08E+03
YML020W,3.77E+02
YML021C,4.82E+03
YML022W,1.12E+04
YML023C,9.07E+02
YML024W,3.09E+04
YML025C,1.18E+03
YML026C,1.12E+05
YML027W,8.61E+02
YML028W,3.78E+05
YML029W,1.89E+03
YML030W,1.21E+03
YML031W,3.03E+03
YML032C,1.08E+03
YML034W,2.10E+03
YML035C,3.91E+03
YML035C-A,-
YML036W,-
YML037C,8.15E+02
YML038C,#
YML041C,#
YML042W,4.50E+02
YML043C,4.76E+02
YML046W,4.46E+03
YML047C,-
YML048W,2.14E+04
YML048W-A,-
YML049C,-
YML050W,-
YML051W,7.84E+02
YML052W,1.70E+04
YML053C,6.56E+02
YML054C,4.59E+03
YML055W,4.89E+03
YML056C,2.97E+03
YML057W,7.11E+03
YML058C-A,-
YML058W,1.88E+04
YML058W-A,#
YML059C,5.21E+02
YML060W,3.69E+03
YML061C,2.59E+02
YML062C,5.91E+03
YML063W,1.07E+05
YML064C,5.73E+02
YML065W,3.93E+03
YML066C,-
YML067C,3.00E+03
YML068W,8.46E+02
YML069W,2.24E+04
YML070W,2.36E+04
YML071C,6.44E+03
YML072C,4.28E+03
YML073C,3.71E+04
YML074C,9.49E+03
YML075C,%
YML076C,9.07E+02
YML077W,-
YML078W,1.96E+03
YML079W,%
YML080W,1.86E+03
YML081C-A,6.54E+03
YML081W,6.72E+02
YML082W,2.81E+03
YML083C,-
YML084W,-
YML085C,5.59E+03
YML086C,6.19E+03
YML087C,-
YML088W,6.39E+02
YML089C,-
YML090W,-
YML091C,1.16E+03
YML092C,7.06E+03
YML093W,1.47E+03
YML094W,2.90E+03
YML095C,-
YML095C-A,-
YML096W,3.75E+03
YML097C,4.28E+03
YML098W,2.08E+03
YML099C,-
YML100W,1.96E+03
YML100W-A,-
YML101C,1.85E+03
YML102C-A,-
YML102W,2.13E+03
YML103C,1.17E+04
YML104C,7.84E+02
YML105C,#
YML106W,3.93E+04
YML107C,2.21E+03
YML108W,2.61E+03
YML109W,1.05E+02
YML110C,8.10E+03
YML111W,3.39E+02
YML112W,2.64E+03
YML113W,4.70E+03
YML114C,4.68E+03
YML115C,4.75E+03
YML116W,1.72E+03
YML117W,1.54E+03
YML117W-A,-
YML118W,4.14E+02
YML119W,-
YML120C,5.24E+03
YML121W,9.07E+02
YML122C,-
YML123C,3.35E+05
YML124C,1.23E+04
YML125C,2.90E+04
YML126C,3.48E+04
YML127W,2.61E+03
YML128C,1.07E+03
YML129C,6.84E+03
YML130C,-
YML131W,%
YML132W,6.39E+02
YML133C,-
YMR001C,1.48E+03
YMR002W,6.96E+03
YMR003W,2.82E+03
YMR004W,2.21E+03
YMR005W,1.94E+03
YMR006C,6.23E+02
YMR007W,-
YMR008C,-
YMR009W,-
YMR010W,9.37E+02
YMR011W,#
YMR012W,1.70E+04
YMR013C,-
YMR013W-A,-
YMR014W,3.25E+03
YMR015C,2.47E+04
YMR016C,3.14E+02
YMR017W,-
YMR018W,-
YMR019W,9.89E+01
YMR020W,6.96E+03
YMR021C,1.48E+04
YMR022W,2.10E+03
YMR023C,7.68E+02
YMR024W,3.00E+02
YMR025W,-
YMR026C,9.07E+02
YMR027W,6.19E+03
YMR028W,-
YMR029C,4.01E+03
YMR030W,-
YMR031C,5.57E+03
YMR031W-A,-
YMR032W,1.95E+02
YMR033W,1.79E+03
YMR034C,-
YMR035W,-
YMR036C,%
YMR037C,1.25E+02
YMR038C,1.20E+04
YMR039C,7.82E+03
YMR040W,-
YMR041C,-
YMR042W,-
YMR043W,8.97E+03
YMR044W,5.82E+03
YMR046W-A,-
YMR047C,-
YMR048W,3.58E+02
YMR049C,2.68E+03
YMR052C-A,-
YMR052W,1.54E+03
YMR053C,%
YMR054W,1.08E+03
YMR055C,-
YMR056C,-
YMR057C,-
YMR058W,1.05E+03
YMR059W,-
YMR060C,1.58E+03
YMR061W,5.35E+03
YMR062C,-
YMR063W,-
YMR064W,5.04E+02
YMR065W,-
YMR066W,3.96E+02
YMR067C,3.57E+03
YMR068W,1.18E+03
YMR069W,%
YMR070W,1.69E+03
YMR071C,#
YMR072W,3.81E+03
YMR073C,4.50E+02
YMR074C,2.55E+03
YMR075C-A,-
YMR075W,4.86E+02
YMR076C,7.72E+03
YMR077C,9.37E+02
YMR078C,%
YMR079W,8.43E+04
YMR080C,6.09E+03
YMR081C,-
YMR082C,-
YMR083W,1.16E+04
YMR084W,-
YMR085W,-
YMR086C-A,-
YMR086W,%
YMR087W,-
YMR088C,-
YMR089C,1.15E+04
YMR090W,7.04E+02
YMR091C,3.51E+03
YMR092C,1.11E+04
YMR093W,3.58E+02
YMR094W,-
YMR095C,%
YMR096W,#
YMR097C,1.63E+03
YMR098C,2.43E+03
YMR099C,8.58E+03
YMR100W,1.25E+02
YMR101C,-
YMR102C,5.38E+02
YMR103C,-
YMR104C,1.31E+03
YMR105C,3.79E+03
YMR106C,3.58E+02
YMR107W,2.59E+02
YMR108W,3.19E+04
YMR109W,2.28E+03
YMR110C,2.93E+03
YMR111C,2.38E+02
YMR112C,3.96E+02
YMR113W,2.34E+03
YMR114C,%
YMR115W,8.97E+03
YMR116C,3.33E+05
YMR117C,1.75E+03
YMR118C,-
YMR119W,-
YMR119W-A,-
YMR120C,6.09E+04
YMR121C,7.21E+02
YMR122C,-
YMR122W-A,4.95E+04
YMR123W,5.75E+03
YMR124W,1.66E+02
YMR125W,1.13E+04
YMR126C,1.20E+03
YMR127C,%
YMR128W,2.00E+03
YMR129W,3.41E+03
YMR130W,-
YMR131C,-
YMR132C,3.06E+03
YMR133W,-
YMR134W,2.95E+03
YMR135C,6.39E+02
YMR135W-A,-
YMR136W,-
YMR137C,2.59E+02
YMR138W,4.68E+02
YMR139W,6.99E+03
YMR140W,5.56E+02
YMR141C,-
YMR142C,5.42E+04
YMR143W,3.38E+04
YMR144W,2.12E+03
YMR145C,4.93E+03
YMR146C,2.40E+03
YMR147W,-
YMR148W,9.22E+02
YMR149W,8.45E+03
YMR150C,-
YMR151W,-
YMR152W,6.54E+03
YMR153C-A,-
YMR153W,2.06E+03
YMR154C,4.32E+02
YMR155W,-
YMR156C,-
YMR157C,1.71E+03
YMR158C-B,-
YMR158W,-
YMR158W-A,-
YMR159C,5.73E+02
YMR160W,2.79E+02
YMR161W,1.84E+03
YMR162C,%
YMR163C,7.36E+02
YMR164C,%
YMR165C,3.91E+03
YMR166C,2.06E+03
YMR167W,3.19E+02
YMR168C,1.90E+03
YMR169C,1.72E+02
YMR170C,2.07E+03
YMR171C,6.56E+02
YMR172C-A,-
YMR172W,1.49E+02
YMR173W,%
YMR173W-A,-
YMR174C,%
YMR175W,2.30E+03
YMR176W,2.59E+02
YMR177W,6.49E+03
YMR178W,3.89E+03
YMR179W,%
YMR180C,-
YMR181C,7.21E+02
YMR182C,1.23E+03
YMR183C,1.72E+03
YMR184W,1.27E+03
YMR185W,-
YMR186W,1.32E+05
YMR187C,-
YMR188C,2.81E+03
YMR189W,1.20E+04
YMR190C,-
YMR191W,-
YMR192W,2.01E+03
YMR193C-A,-
YMR193W,4.01E+03
YMR194C-A,-
YMR194W,3.16E+04
YMR195W,4.05E+03
YMR196W,2.22E+03
YMR197C,-
YMR198W,9.89E+01
YMR199W,3.19E+02
YMR200W,2.36E+03
YMR201C,1.03E+03
YMR202W,2.64E+03
YMR203W,-
YMR204C,6.39E+02
YMR205C,9.02E+04
YMR206W,-
YMR207C,3.96E+02
YMR208W,3.30E+03
YMR209C,9.81E+02
YMR210W,-
YMR211W,-
YMR212C,1.67E+03
YMR213W,7.84E+02
YMR214W,8.26E+03
YMR215W,1.64E+04
YMR216C,2.42E+03
YMR217W,-
YMR218C,4.32E+02
YMR219W,-
YMR220W,7.97E+01
YMR221C,-
YMR222C,1.07E+03
YMR223W,1.03E+03
YMR224C,4.32E+02
YMR225C,1.56E+03
YMR226C,3.21E+03
YMR227C,1.05E+03
YMR228W,9.38E+03
YMR229C,8.86E+03
YMR230W,7.65E+03
YMR231W,1.20E+03
YMR232W,-
YMR233W,2.36E+03
YMR234W,1.49E+02
YMR235C,5.22E+04
YMR236W,6.58E+03
YMR237W,3.46E+03
YMR238W,2.95E+03
YMR239C,4.97E+03
YMR240C,1.83E+03
YMR241W,2.93E+03
YMR242C,5.43E+04
YMR243C,8.20E+03
YMR244C-A,7.21E+02
YMR244W,-
YMR245W,-
YMR246W,3.12E+04
YMR247C,2.22E+02
YMR250W,1.20E+03
YMR251W,-
YMR251W-A,6.14E+03
YMR252C,1.72E+02
YMR253C,-
YMR254C,-
YMR255W,2.73E+03
YMR256C,6.39E+02
YMR257C,5.38E+02
YMR258C,3.08E+03
YMR259C,7.11E+03
YMR260C,3.51E+04
YMR261C,1.35E+04
YMR262W,1.25E+02
YMR263W,7.04E+02
YMR264W,5.89E+02
YMR265C,-
YMR266W,%
YMR267W,1.95E+02
YMR268C,6.72E+02
YMR269W,#
YMR270C,%
YMR271C,8.15E+02
YMR272C,3.29E+03
YMR273C,2.79E+02
YMR274C,-
YMR275C,4.86E+02
YMR276W,3.93E+03
YMR277W,6.55E+03
YMR278W,4.96E+03
YMR279C,-
YMR280C,%
YMR281W,#
YMR282C,2.68E+03
YMR283C,2.59E+02
YMR284W,8.92E+02
YMR285C,3.57E+03
YMR286W,1.20E+03
YMR287C,1.07E+03
YMR288W,5.21E+02
YMR289W,7.68E+02
YMR290C,-
YMR290W-A,2.17E+02
YMR291W,1.02E+04
YMR292W,-
YMR293C,4.86E+02
YMR294W,-
YMR294W-A,-
YMR295C,1.08E+04
YMR296C,2.24E+04
YMR297W,4.40E+04
YMR298W,-
YMR299C,1.17E+03
YMR300C,1.87E+04
YMR301C,3.25E+03
YMR302C,5.26E+03
YMR303C,1.62E+03
YMR304C-A,-
YMR304W,2.81E+03
YMR305C,1.05E+04
YMR306C-A,-
YMR306W,-
YMR307W,1.24E+04
YMR308C,1.55E+04
YMR309C,7.89E+04
YMR310C,2.54E+03
YMR311C,3.44E+03
YMR312W,-
YMR313C,3.21E+03
YMR314W,7.21E+03
YMR315W,9.60E+03
YMR316C-A,-
YMR316C-B,-
YMR316W,7.36E+02
YMR317W,-
YMR318C,2.17E+04
YMR319C,5.73E+02
YMR320W,-
YMR321C,-
YMR322C,%
YMR323W,-
YMR324C,-
YMR325W,-
YMR326C,-
YNL001W,1.72E+03
YNL002C,7.72E+03
YNL003C,5.21E+02
YNL004W,1.99E+03
YNL005C,2.29E+03
YNL006W,5.89E+02
YNL007C,2.03E+04
YNL008C,%
YNL009W,#
YNL010W,1.26E+04
YNL011C,1.10E+03
YNL012W,-
YNL013C,-
YNL014W,1.25E+02
YNL015W,#
YNL016W,4.96E+04
YNL017C,-
YNL018C,-
YNL019C,-
YNL020C,1.55E+03
YNL021W,3.05E+03
YNL022C,9.22E+02
YNL023C,5.89E+02
YNL024C,1.76E+03
YNL025C,#
YNL026W,-
YNL027W,1.16E+03
YNL028W,-
YNL029C,4.50E+02
YNL030W,6.81E+05
YNL031C,2.48E+05
YNL032W,4.07E+03
YNL033W,3.96E+02
YNL034W,-
YNL035C,3.97E+03
YNL036W,2.33E+03
YNL037C,1.05E+04
YNL038W,-
YNL039W,%
YNL040W,1.47E+03
YNL041C,1.72E+03
YNL042W,-
YNL043C,-
YNL044W,5.50E+03
YNL045W,5.59E+03
YNL046W,7.04E+02
YNL047C,2.61E+03
YNL048W,3.14E+03
YNL049C,1.72E+03
YNL050C,-
YNL051W,4.68E+02
YNL052W,3.67E+03
YNL053W,5.38E+02
YNL054W,-
YNL055C,#
YNL056W,4.53E+03
YNL057W,-
YNL058C,%
YNL059C,2.17E+03
YNL061W,1.87E+04
YNL062C,2.58E+03
YNL063W,1.32E+04
YNL064C,1.19E+05
YNL065W,-
YNL066W,2.47E+04
YNL067W,7.60E+04
YNL067W-A,-
YNL068C,6.56E+02
YNL069C,-
YNL070W,3.25E+03
YNL071W,5.44E+03
YNL072W,6.23E+02
YNL073W,2.28E+03
YNL074C,-
YNL075W,-
YNL076W,-
YNL077W,1.25E+02
YNL078W,5.04E+02
YNL079C,3.06E+03
YNL080C,9.37E+02
YNL081C,2.59E+02
YNL082W,5.21E+02
YNL083W,1.17E+03
YNL084C,2.61E+03
YNL085W,3.43E+03
YNL086W,1.95E+02
YNL087W,2.63E+03
YNL088W,5.73E+03
YNL089C,-
YNL090W,3.87E+03
YNL091W,2.17E+02
YNL092W,9.52E+02
YNL093W,8.30E+02
YNL094W,2.29E+03
YNL095C,%
YNL096C,4.35E+04
YNL097C,3.25E+03
YNL098C,1.98E+04
YNL099C,2.31E+03
YNL100W,5.46E+03
YNL101W,%
YNL102W,1.05E+03
YNL103W,1.30E+03
YNL104C,6.63E+03
YNL105W,-
YNL106C,%
YNL107W,2.59E+02
YNL108C,1.95E+03
YNL109W,%
YNL110C,4.28E+03
YNL111C,5.39E+03
YNL112W,3.31E+04
YNL113W,8.68E+03
YNL114C,-
YNL115C,-
YNL116W,1.75E+03
YNL117W,-
YNL118C,8.53E+03
YNL119W,2.86E+03
YNL120C,-
YNL121C,4.53E+04
YNL122C,%
YNL123W,3.15E+03
YNL124W,1.81E+03
YNL125C,-
YNL126W,5.69E+01
YNL127W,1.08E+03
YNL128W,-
YNL129W,1.46E+03
YNL130C,9.81E+02
YNL131W,6.61E+03
YNL132W,%
YNL133C,4.68E+02
YNL134C,3.49E+03
YNL135C,4.33E+04
YNL136W,3.00E+02
YNL137C,3.27E+03
YNL138W,8.76E+03
YNL139C,5.21E+02
YNL140C,1.59E+03
YNL141W,2.07E+04
YNL142W,#
YNL143C,2.38E+02
YNL144C,-
YNL145W,-
YNL146W,-
YNL147W,3.07E+03
YNL148C,6.56E+02
YNL149C,-
YNL150W,-
YNL151C,-
YNL152W,#
YNL153C,7.47E+03
YNL154C,6.16E+03
YNL155W,4.28E+03
YNL156C,3.39E+03
YNL157W,%
YNL158W,6.94E+03
YNL159C,-
YNL160W,-
YNL161W,4.50E+02
YNL162W,1.36E+04
YNL162W-A,3.96E+02
YNL163C,7.77E+03
YNL164C,-
YNL165W,-
YNL166C,-
YNL167C,5.04E+02
YNL168C,2.55E+03
YNL169C,1.08E+03
YNL170W,-
YNL171C,-
YNL172W,1.78E+02
YNL173C,1.24E+03
YNL174W,-
YNL175C,3.83E+03
YNL176C,-
YNL177C,1.81E+03
YNL178W,1.46E+05
YNL179C,-
YNL180C,2.18E+03
YNL181W,1.39E+04
YNL182C,-
YNL183C,2.84E+02
YNL184C,6.23E+02
YNL185C,3.19E+03
YNL186W,%
YNL187W,%
YNL188W,-
YNL189W,2.79E+03
YNL190W,1.38E+03
YNL191W,7.30E+03
YNL192W,-
YNL193W,-
YNL194C,-
YNL195C,-
YNL196C,-
YNL197C,5.73E+03
YNL198C,-
YNL199C,-
YNL200C,1.38E+03
YNL201C,7.01E+03
YNL202W,-
YNL203C,-
YNL204C,-
YNL205C,-
YNL206C,1.11E+04
YNL207W,1.03E+04
YNL208W,-
YNL209W,1.04E+05
YNL210W,-
YNL211C,%
YNL212W,3.50E+03
YNL213C,1.16E+03
YNL214W,6.56E+02
YNL215W,1.47E+03
YNL216W,4.39E+03
YNL217W,%
YNL218W,1.18E+03
YNL219C,#
YNL220W,5.68E+04
YNL221C,8.46E+02
YNL222W,-
YNL223W,3.30E+03
YNL224C,1.44E+03
YNL225C,#
YNL226W,-
YNL227C,2.31E+03
YNL228W,-
YNL229C,7.06E+03
YNL230C,8.15E+02
YNL231C,1.54E+04
YNL232W,5.55E+03
YNL233W,%
YNL234W,1.95E+02
YNL235C,-
YNL236W,1.72E+03
YNL237W,-
YNL238W,%
YNL239W,5.21E+02
YNL240C,-
YNL241C,1.50E+04
YNL242W,8.76E+02
YNL243W,4.06E+04
YNL244C,-
YNL245C,8.61E+02
YNL246W,3.12E+03
YNL247W,2.30E+04
YNL248C,%
YNL249C,1.05E+03
YNL250W,8.30E+02
YNL251C,1.96E+04
YNL252C,7.43E+03
YNL253W,-
YNL254C,7.99E+02
YNL255C,9.67E+04
YNL256W,4.59E+03
YNL257C,4.32E+02
YNL258C,8.97E+03
YNL259C,-
YNL260C,7.84E+02
YNL261W,7.68E+02
YNL262W,1.97E+03
YNL263C,-
YNL264C,5.04E+03
YNL265C,4.76E+03
YNL266W,-
YNL267W,1.60E+03
YNL268W,2.58E+03
YNL269W,-
YNL270C,-
YNL271C,1.66E+02
YNL272C,1.32E+04
YNL273W,9.52E+02
YNL274C,3.28E+03
YNL275W,1.95E+02
YNL276C,-
YNL277W,2.24E+03
